Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl
2442,Shasta ,96003,-122.3243173,40.6092572,22.71,1.28,6.95,51.88,3.43,68.04,38.1
2804,Shasta ,96073,-122.2576122,40.5229657,26.56,2.79,11.65,0,15.57,79.74,35.97
2240,Shasta ,96003,-122.4132103,40.6042154,20.09,1.23,11.93,0,52.54,85.93,30.59
2745,Shasta ,96019,-122.3597887,40.6628518,23.4,1.7,8.03,15.11,14.83,68.83,18.53
3350,Shasta ,96002,-122.3229123,40.5431529,26.4,3.02,18.98,0,5.81,79.83,44.58
2464,Shasta ,96073,-122.2544681,40.6178721,24.95,1.61,10.81,16.87,7.8,54.35,48.51
3240,Sierra ,96124,-120.5219926,39.5769252,15.73,29.73,0.36,9,0.72,59.57,53.15
7231,Siskiyou ,96094,-122.427147,41.4800873,0,1.38,4.9,75.76,11.74,43.77,65.64
1955,Siskiyou ,96097,-122.6201917,41.7321698,,0.67,3.36,94.45,0.57,13.8,82.61
4105,Siskiyou ,96097,-122.6745712,41.6608649,0,2,2.61,58.09,2.31,47.09,70.27
2142,Siskiyou ,96044,-122.6348078,41.9466483,,,0.36,13.32,0.09,43.42,79.88
4406,Siskiyou ,96064,-122.2927628,41.7845609,0,3.86,10.03,0,16.96,68.03,87.86
1458,Siskiyou ,96058,-121.934659,41.8591979,,0.21,2.23,80.47,0.15,9.89,81.11
3755,Siskiyou ,96058,-121.6338007,41.8189992,0,3.29,4.49,15.24,6.06,60.36,57.61
1409,Siskiyou ,96032,-122.9107552,41.6997334,,0.34,0.51,28.23,0.39,59.7,62.15
1847,Siskiyou ,96025,-122.3920674,41.2126953,0,4.31,1.73,30.52,0.5,32.22,52.79
652,Siskiyou ,96097,-122.6399825,41.7431803,0,5.99,1.64,0,5.75,49.67,81.1
2175,Siskiyou ,96067,-122.3332707,41.3441729,,,3.47,0,23.87,57.38,78.53
3412,Siskiyou ,95568,-123.3041347,41.7477055,,,0.75,17.97,0.14,31.11,62.26
6991,Siskiyou ,35,-121.8260568,41.4116025,0,0.91,2.99,38.09,13.4,32.63,48.91
3362,Siskiyou ,96031,-123.0110405,41.327554,0,4.23,10.76,0,7.07,68.25,69.35
8423,Solano ,94590,-122.2449025,38.0900421,34.78,30.39,9.25,67.55,5.2,49.97,36.92
2962,Solano ,94592,-122.3302426,38.1293945,0,18.53,31.82,0,74.35,98.32,69.95
5072,Solano ,94590,-122.259038,38.1017927,0.13,17.91,46.55,0,81.75,93.46,71.55
2743,Solano ,94589,-122.2570455,38.1261466,36.79,25.28,18.82,83.89,49.12,48.88,51.67
5238,Solano ,94589,-122.2405897,38.1366028,28.4,19.74,39,36.1,69.08,95.38,75.36
2798,Solano ,94571,-121.7715997,38.2050259,0,18.01,35.58,0,17.28,98.4,86.11
2538,Solano ,94534,-122.0693691,38.2204068,0,17.54,37.31,0,36,95.6,84.86
3674,Solano ,94590,-122.2497147,38.111521,27.27,18.95,48.81,0,85.27,96.52,75.8
4974,Solano ,94533,-122.0295802,38.265491,28.3,17.13,42.47,44.7,90.87,68.55,49.12
5833,Solano ,94590,-122.2622993,38.1083885,0.1,17.38,40.94,0,51.63,93.21,66.27
2670,Solano ,94590,-122.2365223,38.0969602,28.05,19.62,46.58,0,28.24,96.52,74.48
4695,Solano ,94590,-122.2365335,38.1052893,0,19.12,50.58,0,88.04,82.44,57.76
5520,Solano ,94589,-122.244108,38.1480354,27.41,19.31,46.67,0,39.8,96.52,68.28
3271,Solano ,94533,-122.0396821,38.2655647,0,18.61,48.15,0,72.11,98.4,75.55
3917,Solano ,94590,-122.2485415,38.1011243,0,15.66,11.52,0,77.88,97.78,57.91
6940,Solano ,94533,-122.0512466,38.2642121,36.04,23.19,27.98,84.96,42.01,48.32,37.04
3819,Solano ,94533,-122.0580588,38.2534089,28.18,20,46.67,0,18.05,96.52,83.65
4559,Solano ,94533,-122.0449333,38.2470347,27.55,19.13,52.61,0,79.72,96.52,71.95
2275,Solano ,95688,-121.9310061,38.4043615,28.22,19.75,44.06,0,39.2,96.52,78.49
5357,Solano ,94591,-122.225778,38.0820079,0,18.11,43.63,0,73.37,96.27,48.04
3061,Solano ,94533,-122.0232104,38.2665083,0,18.44,48.15,0,69.54,98.4,75.2
5148,Solano ,94589,-122.2652793,38.1358448,27.6,19.65,46.31,0,41.42,96.52,69.66
6016,Solano ,95620,-121.7998024,38.4198882,31.76,18.64,61.68,0,77.8,50.78,48.18
3807,Solano ,94585,-121.9839893,38.1435924,27.67,19.89,46.67,0,37.35,96.52,68.29
4726,Solano ,94533,-122.0412776,38.2547036,33.29,18.19,28.82,72.97,73.48,65.25,6.25
4988,Solano ,94510,-122.1071716,38.0870969,0,16.93,38.75,0,46.54,93.16,65.68
3206,Solano ,94533,-121.9719091,38.290379,0,18.72,56.03,0,73.18,79.46,68.23
4113,Solano ,94589,-122.23956,38.1237134,27.06,19.02,46.42,0,80.92,96.52,42.93
5065,Solano ,94533,-122.0297407,38.2544056,26.11,18.4,43.41,0,97.53,94.36,35.1
4088,Solano ,95620,-121.8169166,38.4428124,28.75,18.29,50.93,0,97.97,52.75,44.46
7098,Solano ,94533,-122.013868,38.2638928,30.38,16.62,36.67,65.06,11.99,68.72,48.35
4753,Solano ,94590,-122.266959,38.1165979,28.21,21.02,24.25,0,26.82,92.72,54.94
6808,Solano ,95688,-122.0063092,38.3505074,27.62,24.02,4.23,0,38.61,81.7,35.81
3555,Solano ,95687,-121.9790495,38.3420876,0,18.1,35.58,0,14.72,98.4,82.73
3846,Solano ,94533,-122.0011752,38.2600765,28.35,20.34,46.67,0,50.38,83.06,55.3
4368,Solano ,94591,-122.2239275,38.0949074,19.88,11.74,7.54,74.06,41.62,62.5,4.12
6611,Solano ,94533,-122.0358438,38.2769991,35.24,21.6,45.43,78.81,74.48,48.32,45.23
4292,Solano ,95688,-121.9869787,38.3825661,1.21,18.57,56.08,0,70.33,79.46,45.11
2359,Solano ,94591,-122.2235833,38.1048774,0,17.82,35.58,0,11.85,98.4,77.3
4711,Solano ,95688,-121.9717589,38.3742945,26,19.05,32.74,69.15,82.76,33.13,8.06
2071,Solano ,94591,-122.2216027,38.1164685,0.88,19.21,53.92,0,58.2,79.46,64.28
5155,Solano ,95620,-121.8314911,38.4598591,28.51,20.92,43.93,0,41.52,82.85,61.17
3874,Solano ,95687,-122.0008642,38.3288304,20.95,21.95,20.13,0,71.05,34.7,22.54
3087,Solano ,95688,-122.0352498,38.4381951,0,18.88,55.12,0,78.33,79.46,47.21
3263,Solano ,94533,-122.0064188,38.270075,27.98,20.27,44.79,0,17,96.52,49.99
4959,Solano ,94585,-122.014721,38.2490976,35.29,21.66,39.44,87.11,56.92,48.32,11.28
2938,Solano ,94533,-122.0156731,38.2762632,0,18.3,49.97,0,79.51,98.24,26.36
2470,Solano ,94590,-122.235826,38.1146854,0,18.25,35.58,0,22.91,98.4,61.56
4912,Solano ,94534,-122.0937986,38.2199882,35.43,18.89,48.3,33.21,80.2,50.78,35.88
2455,Solano ,94591,-122.2038733,38.089461,31.37,22.58,14.43,0,53.44,4.58,66.3
6823,Solano ,94591,-122.2185562,38.0673887,30.41,21.14,13.66,0,48.98,94.01,2.79
3022,Solano ,94585,-122.0272609,38.2485857,32.28,17.62,40.79,0,72.83,68.72,52.15
3128,Solano ,95687,-121.9670749,38.3539248,4.28,19.52,53.18,0,61.12,79.46,23.77
1359,Solano ,94591,-122.2027379,38.0700529,30.86,22.78,16.89,0,75.78,6.51,38.72
5308,Solano ,94534,-122.1486859,38.1649825,3.92,17.86,51.6,0,81.49,92.75,47.48
5958,Solano ,94510,-122.1640059,38.0900638,33.71,18.67,52.62,0,82.45,50.78,47.27
4157,Solano ,95687,-121.9249586,38.3446313,7.38,20.86,28.23,0,47.14,34.78,32.2
3372,Solano ,94590,-122.2687139,38.1220821,0,17.55,35.5,0,16.73,98.4,55.5
3142,Solano ,94591,-122.2101506,38.1044692,27.7,20.39,31.41,0,63.05,96.52,39.18
3844,Solano ,94589,-122.2282174,38.1478379,28.45,21.89,14.89,0,61.44,84.96,15.47
3368,Solano ,94585,-121.9778302,38.2580217,26.71,18.43,50.4,0,89.4,33.79,50.36
3303,Solano ,94534,-122.0561706,38.2753544,26.88,18.52,53.89,0,86.04,32.53,21.85
8761,Solano ,94533,-122.0262174,38.303698,20.68,15.29,10.54,56.56,81.5,36.24,3.87
4147,Solano ,95687,-121.9443944,38.3695164,29.5,16.97,40.79,51.78,13.7,68.72,34.55
4000,Solano ,95620,-121.8516301,38.4286407,3.29,19.07,56.08,0,18.07,79.46,68.94
3655,Solano ,94535,-121.9464883,38.2715918,0,16.09,34.72,0,2.97,92.77,52.59
4223,Solano ,94591,-122.1916422,38.1048794,1.45,19.8,50.58,0,59.14,77.68,3.49
2280,Solano ,94585,-121.9964026,38.2500177,4.67,18.93,56.03,0,9.01,79.46,14.94
2578,Solano ,94589,-122.2787949,38.1510468,0,17.32,35.45,0,35.67,98.14,58.1
6678,Solano ,94591,-122.2138705,38.0932268,4.7,18.5,54.15,0,69.23,79.46,6.15
9825,Solano ,94534,-122.1666634,38.2544469,19.74,19.35,19.84,4.02,83.34,39.18,10.18
5180,Solano ,95687,-121.9428965,38.3334133,6.6,19.44,49.01,0,10.2,79.46,43.69
5536,Solano ,94591,-122.1822552,38.1382068,12.13,20.37,21.95,0,8.31,46.98,9.02
3235,Solano ,95688,-121.9967931,38.3622036,36.26,21.34,27.03,69.48,12.7,50.67,16.32
5962,Solano ,94534,-122.0643005,38.2655712,28.59,21.55,17.1,0,34.79,83.35,38.71
3592,Solano ,94591,-122.2141822,38.1295441,14.86,21.15,30.05,0,43.92,34.78,3.47
4713,Solano ,94510,-122.1542954,38.0696665,26.91,15.36,22.02,61.87,6.15,68.72,7.75
3427,Solano ,94510,-122.1678515,38.0752525,27.36,19.76,46.22,0,51.35,96.52,29.5
5266,Solano ,94510,-122.1791737,38.0621001,34.6,20.82,32.32,33.94,25.63,50.78,28.67
4412,Solano ,94535,-121.9458087,38.2790134,9.01,19.06,24.14,0,65.52,78.91,3.67
3842,Solano ,95687,-121.9660433,38.3417484,0,19.49,50.58,0,75.59,79.46,3.91
3506,Solano ,95688,-121.9742566,38.3962812,34.59,21.98,18.1,58.85,1.77,50.78,5.12
3165,Solano ,94533,-122.0150107,38.2840121,11.11,21.07,28.64,0,67.21,34.78,27.56
4393,Solano ,95687,-121.9245995,38.3191193,27.07,19.51,41.16,0,6.39,96.52,25.24
5617,Solano ,94591,-122.2081589,38.1138506,35.26,20.35,31.74,0,33.78,50.78,31.85
3102,Solano ,94510,-122.1630224,38.0608147,30.7,16.15,15.92,0,4.17,68.72,0.69
3296,Solano ,94510,-122.1828721,38.0801267,33.34,19.26,59.52,0,43.68,50.78,27.03
3156,Solano ,95687,-121.956931,38.342413,24.5,16.05,11.4,69.18,3.01,32.53,17.22
4132,Solano ,95687,-121.9655186,38.3258768,11.2,20.64,29.99,0,32.97,34.78,11.74
4910,Solano ,95688,-122.0115118,38.3703216,32.27,19.9,58.1,0,56.98,61.49,2.48
3626,Solano ,95687,-121.9444369,38.3401253,34.33,19.61,33.9,0,39.37,50.78,43.26
5625,Solano ,94534,-122.0507327,38.2950726,36.33,19.55,41.88,35.14,23.08,50.78,8.37
3256,Solano ,95687,-121.9443575,38.3572485,8.31,20.19,30.77,0,52.96,34.78,1
4557,Solano ,94534,-122.084367,38.29468,26.03,17.99,39.35,0,95.61,37.23,1.29
7810,Solano ,95687,-121.9787847,38.3206557,31.04,19.3,57.79,0,31.01,94.04,
16,Solano ,94535,-121.9456515,38.2544515,30.57,23.3,14.81,0,0,48.07,
4046,Sonoma ,95407,-122.7284015,38.3880499,0,4.03,55,61.61,78.7,89.25,80.48
9177,Sonoma ,95407,-122.7274638,38.4288774,0,5.01,24.72,42.15,83.27,84.55,64.37
7522,Sonoma ,95401,-122.7327641,38.4410975,0,4.91,33.59,13.28,80.45,89.45,68.91
5242,Sonoma ,95401,-122.7383565,38.4340254,0,2.01,36.6,78.88,82.5,68.92,57.13
6669,Sonoma ,95407,-122.7216605,38.4201079,0,2.96,37.92,71.64,36.55,78.45,43.84
6827,Sonoma ,95407,-122.7670106,38.3954215,0,3.55,56.32,21.82,70.44,79.12,62.6
5742,Sonoma ,95407,-122.701255,38.3933392,0,4.36,52.74,57.16,80.19,89.47,78.44
11010,Sonoma ,95404,-122.6875017,38.4082641,0,4.14,34.5,57.69,26.13,88.75,51.89
7306,Sonoma ,95403,-122.7356597,38.4651445,0,5.06,28.32,48.36,63.53,67.96,77.27
3004,Sonoma ,95492,-122.8080845,38.5426791,0,3.3,45.15,26.93,79.74,73.43,70.86
6855,Sonoma ,94952,-122.644126,38.2477398,0,6.02,25.3,63.5,74.14,51.3,52.23
4251,Sonoma ,95401,-122.7367431,38.4509389,0,1.65,22.91,52.37,85.31,50.65,47.96
4716,Sonoma ,95403,-122.7228509,38.4592263,0,4.08,54.11,64.36,27.84,89.47,55.29
5421,Sonoma ,95401,-122.8012431,38.4334565,0,1.17,8.66,82.53,52.59,39.04,50.74
4089,Sonoma ,95425,-123.0170717,38.8133955,0,7.64,20.64,0,68.55,47.82,45.87
6594,Sonoma ,94931,-122.719615,38.3395569,0,3.32,53.21,44.6,72.93,78.3,70.62
5502,Sonoma ,95403,-122.7912911,38.5043031,0,3.69,56.08,0,74.45,79.32,70.34
4796,Sonoma ,95448,-122.8671471,38.6120817,0,5.55,22.59,29.76,67.79,48.83,52.41
6807,Sonoma ,95404,-122.713301,38.4416422,0,3.07,45.15,24.68,72.96,69.25,70.31
7249,Sonoma ,95403,-122.7503889,38.4828618,0,7.46,25.93,48.12,68.23,47.99,51.22
10001,Sonoma ,95401,-122.7584138,38.4432933,0,2.98,19.84,54.87,45.96,67.23,6
4904,Sonoma ,94954,-122.6132539,38.2376164,0,7.21,33.19,28.36,79.28,40.05,56.1
3413,Sonoma ,95407,-122.7341732,38.4198167,0,5.9,29.03,45.9,76.72,44.36,41.71
4325,Sonoma ,94954,-122.579047,38.2329343,0,9.11,10.26,58.15,67.12,46.44,9.81
5271,Sonoma ,94954,-122.6179426,38.2544898,0,1.95,10.91,61.47,72.76,66.72,33.63
5234,Sonoma ,95404,-122.7083509,38.43518,0,2.35,41.48,83.33,23.13,73.84,35.64
3288,Sonoma ,94928,-122.7067009,38.3433893,0,1.51,22.47,68.32,76.09,50.8,37.98
2597,Sonoma ,95403,-122.7481349,38.4573447,0,1.01,5.32,74.03,43.43,34.66,33.56
4465,Sonoma ,94954,-122.5331126,38.2110204,0,7.1,33.19,40.85,81.35,48.12,49.8
2079,Sonoma ,94952,-122.6301681,38.232937,0,3.93,44.5,10.13,63.91,73.18,68.93
3158,Sonoma ,95448,-122.9724857,38.6117558,0,4.12,42.03,0,73.59,68.63,75.72
7286,Sonoma ,95492,-122.8390298,38.5354711,0,3.21,53.85,36.67,37.07,77.87,61.44
3925,Sonoma ,95448,-122.8131351,38.6062691,0,0.54,17.3,89.41,17.06,14.61,72.7
5282,Sonoma ,94928,-122.6998452,38.3562901,0,7.94,17.25,56.89,37.61,30.88,77.34
5114,Sonoma ,94954,-122.6438313,38.2600055,0,3.08,45.04,27.3,37.03,70,83.82
2322,Sonoma ,94952,-122.6798743,38.2576575,0,11.13,20.32,70.54,19.2,32.54,27.76
3483,Sonoma ,95476,-122.4926668,38.3258969,0,6.7,15.96,62.67,66.68,39.84,14.7
4147,Sonoma ,94931,-122.7071979,38.3184467,0,1.13,14.24,82.23,50.57,37.42,66.85
4170,Sonoma ,95403,-122.759351,38.4702328,0,8.06,11.74,65.89,22.03,31.26,30.17
4336,Sonoma ,94952,-122.752421,38.2711754,0,1.74,20.94,77.02,79.04,57.39,26.44
4067,Sonoma ,95472,-122.842325,38.4129715,0,8.04,17.38,46.8,32.34,48.28,39.55
6158,Sonoma ,94954,-122.6067891,38.2440564,0,8.32,19.36,44.3,27.9,30.87,60.6
5547,Sonoma ,95403,-122.7468491,38.5289806,0,2.52,38.25,89.67,80.32,70.14,33.22
5151,Sonoma ,95472,-122.8881919,38.4205809,0,6,4.59,53.64,11.92,39.6,29.44
6131,Sonoma ,94952,-122.6647282,38.2087678,0,2.87,29.7,72.2,17.26,25.13,39.63
4037,Sonoma ,95441,-122.8056815,38.707649,0,2.74,45.04,67.78,40.51,69.79,25.72
5174,Sonoma ,95476,-122.4621638,38.2775446,0,5.36,22.53,43.54,64.5,51.09,29.62
3729,Sonoma ,94952,-122.6532628,38.2443637,0,0.7,3.96,74.33,15.95,25.61,39.73
9648,Sonoma ,95476,-122.4692305,38.3391382,0,1.59,27.69,79.71,12.81,49.96,41.21
6591,Sonoma ,95425,-123.1049627,38.7861401,0,5.59,9.61,61.18,15.28,67.28,41.31
3536,Sonoma ,95476,-122.4902094,38.306745,0,1.52,8.08,76.69,6.91,35.67,52.11
3239,Sonoma ,95403,-122.7607066,38.4611543,0,1.47,22.07,58.92,77.31,49.64,7.84
5283,Sonoma ,95404,-122.7128443,38.4570299,0,6.65,5.55,65.26,16.03,41.09,40.61
4505,Sonoma ,94952,-122.6258528,38.2010719,0,9.42,18.8,70.08,14.24,30.87,26.89
5103,Sonoma ,95436,-122.9155637,38.5199533,0,8.85,5.94,50.05,13.82,31.83,41.46
4609,Sonoma ,94928,-122.6996034,38.3705141,0,7.52,26.7,0,68.99,39.83,33.24
5405,Sonoma ,94954,-122.6401777,38.2654848,0,5.69,25.33,0,69.69,44.71,65.5
4319,Sonoma ,94928,-122.7001886,38.3342135,0,4.83,10.84,62.24,13.62,28.59,26.81
5095,Sonoma ,95404,-122.7070355,38.4483381,0,2.92,44.96,64.56,39.5,70.77,46.39
5327,Sonoma ,95492,-122.8020356,38.5525461,0,2.34,13.41,76.85,11.58,25.81,22.29
6763,Sonoma ,94954,-122.6437532,38.2766584,0,3.79,20.44,5.58,45.48,52.58,50.37
3840,Sonoma ,95476,-122.5327531,38.3129516,0,4.02,20.94,63.73,22.55,26.87,23.28
4865,Sonoma ,95403,-122.7812918,38.5331527,0,6.32,7.72,55.26,15.88,51.79,28.8
4307,Sonoma ,95472,-122.7996795,38.3806559,0,7.67,17.3,0,12.66,48.28,26.15
3728,Sonoma ,95446,-123.0092064,38.533659,0,1.32,2.23,66.72,12.74,30.92,64.91
4994,Sonoma ,95492,-122.8126591,38.5565372,0,7.28,11.27,45.1,5.38,39.83,23.81
4552,Sonoma ,94928,-122.6825544,38.3392841,0,7.85,14.1,47.53,78.62,39.79,5.94
3678,Sonoma ,95401,-122.7983695,38.472322,0,9.4,15.21,57.92,11.8,30.87,24.27
6978,Sonoma ,95446,-123.0055208,38.4759155,0,4.39,17.42,20.96,45.95,63.2,44.55
4587,Sonoma ,95476,-122.4393662,38.318835,0,5.83,29.12,5.35,36.34,44.67,67.05
4107,Sonoma ,95405,-122.660775,38.4493765,0,8.01,5.65,51.15,44.01,31.1,29.34
3846,Sonoma ,94931,-122.6934004,38.3222713,0,3.51,26.63,0,33.2,67.91,64.65
3747,Sonoma ,95409,-122.6641385,38.4784138,0,2.33,1.26,54.37,5.84,18.95,37.55
5994,Sonoma ,95472,-122.794423,38.3374068,0,0.65,4.66,44.77,7.08,14.43,16.73
8365,Sonoma ,95404,-122.7071615,38.4857501,0,,3.36,45.67,17.63,51.33,14.36
5219,Sonoma ,95404,-122.6518817,38.3855179,0,4.22,42.03,18.73,61.36,67.27,17.63
3350,Sonoma ,94951,-122.6340481,38.3441037,0,7.14,33.19,17.7,25.75,39.83,15.24
5130,Sonoma ,94928,-122.6768449,38.325999,0,6.05,29.12,32.45,15.29,44.53,31.7
6143,Sonoma ,95448,-122.8571471,38.618985,0,5.95,27.79,0,16.15,44.34,46.02
4092,Sonoma ,95409,-122.6567845,38.4655784,0,1.79,9.8,73.36,10.28,35.24,34.08
3861,Sonoma ,94928,-122.6932768,38.347139,0,,5.42,60.38,1.4,49.41,4.26
2400,Sonoma ,95465,-122.9858107,38.3754621,0,,0.36,40.12,0.41,15.49,38.96
3324,Sonoma ,95472,-122.8272234,38.3819817,0,5.66,7.78,44.01,18.9,47.06,16.57
4011,Sonoma ,95476,-122.4269124,38.1968029,0,3.49,12.96,67.19,11.81,24.54,31.08
2901,Sonoma ,95405,-122.6913822,38.4427045,0,5.31,3.36,41.58,28.23,45.5,17.14
3563,Sonoma ,95409,-122.5509594,38.4523882,0,4.78,16.16,33.98,36.41,67.18,22.59
4329,Sonoma ,95476,-122.451008,38.2867715,0,3.58,26.37,0,21.03,66.53,14.25
3527,Sonoma ,95442,-122.5375898,38.3800529,0,3.84,41.88,0,35.4,68.02,30.41
5369,Sonoma ,95436,-122.898855,38.468933,0,6.97,18.1,20.62,56.99,47.94,13.58
3760,Sonoma ,95421,-123.1933099,38.6435073,0,1.1,10.91,52.64,6.75,37.42,47.22
3490,Sonoma ,95404,-122.6369331,38.5260666,0,1.56,2.3,51.05,3.54,23.97,67.53
3603,Sonoma ,95404,-122.6991437,38.4600591,0,3.59,8.86,44.17,17.53,47.04,35.44
4004,Sonoma ,95409,-122.5987997,38.4219565,0,7.07,29.63,34.64,9.31,48.28,18.17
1720,Sonoma ,95405,-122.667742,38.436066,0,,1.58,28.69,0.8,9.01,17.69
3684,Sonoma ,95448,-122.7450282,38.5679564,0,3.5,2.76,66.56,7.3,27.64,15.62
3572,Sonoma ,95409,-122.6753429,38.4670566,0,5.48,6.19,62.4,7.73,65.84,2.76
6382,Sonoma ,94952,-122.8783675,38.335159,0,6.18,28.37,41.51,16,44.43,38.32
4178,Sonoma ,95404,-122.6287915,38.4126004,0,4.09,8.96,0,65.26,47.04,35.99
3636,Sonoma ,95421,-123.3277435,38.610412,0,5.77,22.59,0,15.99,45.93,39.06
7841,Stanislaus ,95354,-120.9667385,37.6287607,61.1,51.12,63.36,83.76,73.14,75.29,96.6
6551,Stanislaus ,95351,-120.982756,37.6209695,59.04,50.14,56.75,94.75,51.29,81.33,84.68
6223,Stanislaus ,95351,-121.0188436,37.6049206,60.59,50.72,79.1,0,63.99,85.68,96.53
4789,Stanislaus ,95351,-121.0038051,37.6223838,57.76,49.07,71.63,99.77,81.54,80.09,84.44
6450,Stanislaus ,95358,-121.0374635,37.6349769,71.41,57.68,50.06,97.04,47.89,75.17,68.02
4796,Stanislaus ,95350,-121.0204403,37.6627736,69.99,58.08,32.6,96.48,36.58,75.17,60.53
6430,Stanislaus ,95358,-121.0092162,37.6010166,58.57,49.36,69.77,82.2,74.59,80.09,86.86
4681,Stanislaus ,95354,-120.9935916,37.6392879,63.05,51.91,60.82,0,76.26,56.62,94.7
5559,Stanislaus ,95380,-120.883606,37.4647928,61.31,51.28,59.39,83.46,13.01,61.17,97.18
5860,Stanislaus ,95367,-120.9283662,37.7231477,72.08,58.21,50.43,59.25,47.24,75.17,96.15
1987,Stanislaus ,95358,-120.9844811,37.5947739,59.36,47.82,27.9,78.11,14.58,60.93,85.45
4010,Stanislaus ,95351,-121.0071046,37.6373175,61.53,51.11,75.4,0,73.66,85.72,91.06
2589,Stanislaus ,95351,-121.0159498,37.6296152,59.71,50.37,88.4,0,69.35,85.51,97.84
4165,Stanislaus ,95380,-120.8576989,37.4861261,61.77,50.99,75.25,0,31.28,83.16,99.74
7036,Stanislaus ,95350,-121.0393581,37.6767786,62.52,51.9,62.02,55.7,39.28,58.85,64.88
5003,Stanislaus ,95354,-120.9440005,37.6466798,60.17,48.34,34.03,69.68,6.1,59.89,82.59
5706,Stanislaus ,95380,-120.8633794,37.4995559,60.2,50.67,35.78,86.82,14.22,84.16,97.48
4000,Stanislaus ,95354,-120.9345314,37.6436041,60.84,51.81,21.27,89.7,7.41,60,73.14
2226,Stanislaus ,95307,-120.9641077,37.6035519,71.66,57.62,50.87,92.86,22.29,54.67,77.39
2641,Stanislaus ,95358,-121.0018903,37.5972529,58.8,47.85,27.4,67.32,11.6,59.69,67.19
3952,Stanislaus ,95358,-121.0573902,37.5442264,66.71,55.85,27.4,91.5,24.61,65.66,81.89
4368,Stanislaus ,95354,-120.9695762,37.6436844,63.93,52.72,56.22,81.7,70.69,56.62,94.88
6940,Stanislaus ,95357,-120.9148312,37.6444867,62.39,51.42,64.67,0,30.14,85.76,80.6
6818,Stanislaus ,95351,-121.0267937,37.6150481,64.98,53.44,43.45,93.22,66.78,55.37,84.52
3004,Stanislaus ,95351,-120.9665381,37.6152295,72.94,58.69,50.3,48.49,22.07,75.17,79.69
4803,Stanislaus ,95351,-121.0307757,37.6547882,59.82,50.47,61.35,0,27.47,85.78,94.65
4561,Stanislaus ,95358,-121.0809748,37.6930984,64.25,52.86,55.82,88.31,74.58,56.62,91.22
4374,Stanislaus ,95380,-120.8421053,37.4839984,73.23,58.7,46.07,93.36,13.15,75.17,79.41
3567,Stanislaus ,95350,-121.0216617,37.6764076,61.67,51.55,72.07,75.02,16.84,60.45,71.76
5077,Stanislaus ,95307,-120.9697851,37.5921181,52.93,48.68,10.03,84.92,23.91,30,72.46
1601,Stanislaus ,95307,-120.9580147,37.584981,46.22,46.02,5.86,82.76,24.22,46.11,65.98
2196,Stanislaus ,95367,-120.9332632,37.7365093,60.3,50.4,88.56,0,27.7,83.1,94.52
5883,Stanislaus ,95351,-121.0172914,37.6170322,59.37,48.26,34.06,57.36,5.48,60.3,56.97
5257,Stanislaus ,95358,-121.1441905,37.6499309,61.16,50.49,78.29,0,37.36,82.77,79.54
6188,Stanislaus ,95350,-120.9842758,37.673238,58.32,49.14,71.69,74.56,37.84,80.09,70.1
3855,Stanislaus ,95307,-120.9450461,37.5877211,63.88,52.3,54.18,33.28,49.1,56.62,86.72
4402,Stanislaus ,95380,-120.9439974,37.4851794,59.41,49.33,71.43,0,44.37,79.06,70
4527,Stanislaus ,95363,-121.298493,37.4986999,63.5,51.06,42.84,85.22,28.76,49.3,93.65
2667,Stanislaus ,95367,-120.9473005,37.7365049,69.97,56.8,51.23,88.08,75.36,75.17,58.04
8480,Stanislaus ,95380,-120.8326517,37.4902919,56.38,48.6,46.07,98.01,76.44,36.65,49.62
4295,Stanislaus ,95350,-120.9877386,37.6627186,58.11,48.8,56.84,88.21,43.74,52,67.02
7609,Stanislaus ,95363,-121.1191974,37.4731094,66.37,53,28.82,95.88,8.53,36.98,57.72
5055,Stanislaus ,95367,-120.9427859,37.7243903,57.28,51.04,21.34,79.61,4.5,26.06,80.43
3822,Stanislaus ,95380,-120.8771501,37.5161592,56.4,48.78,22.2,97.28,32.59,54.91,52.43
2953,Stanislaus ,95357,-120.8368597,37.6638136,58.54,49.46,65.62,80.67,78.1,64.3,59.7
4880,Stanislaus ,95360,-121.1933829,37.3259547,72.22,57.98,50.87,0,14.11,67.24,88.83
6022,Stanislaus ,95307,-120.949917,37.5641562,62.06,50.57,57.71,74.69,24.1,82.47,95.16
9397,Stanislaus ,95350,-121.0035722,37.6601004,65.13,52.84,42.36,93.92,30.8,56.34,56.59
3899,Stanislaus ,95380,-120.8543056,37.5064389,59.61,49.55,79.21,0,48.95,80.52,76.11
3861,Stanislaus ,95354,-120.9941028,37.64972,60.43,50.78,38.78,0,8.74,85.78,96.27
10095,Stanislaus ,95357,-120.9254717,37.6449218,59.69,48.58,32.69,92.99,17.45,59.46,39.88
6310,Stanislaus ,95358,-121.054918,37.6628873,64.73,50.23,23.74,89.97,9.36,44.54,66.5
6216,Stanislaus ,95361,-120.8597786,37.7554813,58.65,49.21,71.46,97.97,40.84,78.46,40.64
3153,Stanislaus ,95356,-120.9854187,37.6999879,60.48,50.08,87.8,0,36.92,78.76,67.33
5778,Stanislaus ,95326,-120.8727904,37.6029399,59.13,49.51,82.61,93.59,41.32,80.55,37.25
